task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
97	d4/f51186	1162600	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR3473989)	COMPLETED	0	2023-03-13 05:14:29.585	256ms	0ms	88.9%	3.1 MB	5.4 MB	157 KB	4.9 KB
100	2f/e50f34	1162761	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR3473989)	COMPLETED	0	2023-03-13 05:14:29.849	268ms	1s	91.7%	3.2 MB	5.4 MB	3.2 MB	5.3 KB
102	96/317ab0	1162920	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR3473988)	COMPLETED	0	2023-03-13 05:14:30.124	370ms	0ms	109.5%	7.1 MB	222.3 MB	4.4 MB	56.8 KB
104	88/1ebc3e	1163080	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_TXIMPORT	COMPLETED	0	2023-03-13 05:14:30.503	16.3s	16s	89.6%	692.3 MB	1020.5 MB	69.8 MB	772.5 KB
108	c2/883d8b	1164091	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SRR3473984)	COMPLETED	0	2023-03-13 05:14:46.781	3.5s	2s	113.7%	43.9 MB	139 MB	27.3 MB	21.1 KB
107	a9/556205	1164413	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SRR3473984)	COMPLETED	0	2023-03-13 05:14:50.302	3.5s	1s	109.4%	27.9 MB	142.9 MB	21.6 MB	1.2 KB
111	a6/7d7238	1164758	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (SRR3473984)	COMPLETED	0	2023-03-13 05:14:53.815	2.9s	2s	102.7%	43.8 MB	139 MB	22.1 MB	671 B
109	ff/bad565	1164998	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SRR3473984)	COMPLETED	0	2023-03-13 05:14:56.698	3.1s	2s	114.7%	43.7 MB	139 MB	27.8 MB	149.6 KB
105	f3/7bb74e	1165279	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SRR3473984)	COMPLETED	0	2023-03-13 05:14:59.849	3.6s	3s	107.6%	54.2 MB	150 MB	25.9 MB	1.6 KB
106	6d/03f018	1165659	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SRR3473984)	COMPLETED	0	2023-03-13 05:15:03.471	3.1s	2s	115.3%	43.4 MB	139 MB	27.7 MB	16.1 KB
110	87/c50e2b	1165911	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SRR3473984)	COMPLETED	0	2023-03-13 05:15:06.618	2.3s	0ms	107.2%	11.5 MB	58.8 MB	8.9 MB	373 B
112	d6/4408c2	1166174	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SRR3473984)	COMPLETED	0	2023-03-13 05:15:08.942	239ms	0ms	53.3%	6.1 MB	18.2 MB	690.3 KB	634.4 KB
113	99/98ebdf	1166343	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (SRR3473984)	COMPLETED	0	2023-03-13 05:15:09.189	260ms	0ms	76.9%	3.1 MB	5.4 MB	698.6 KB	642.6 KB
114	b7/264295	1166501	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (SRR3473984)	COMPLETED	0	2023-03-13 05:15:09.460	689ms	1s	92.0%	3.2 MB	5.4 MB	2.2 MB	2.1 KB
116	93/cefc10	1166660	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SRR3473985)	COMPLETED	0	2023-03-13 05:15:10.160	3.4s	2s	115.0%	46.1 MB	140.9 MB	26.9 MB	20.3 KB
115	1c/a025a6	1166914	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SRR3473985)	COMPLETED	0	2023-03-13 05:15:13.611	2.1s	1s	106.9%	11.5 MB	58.8 MB	8.9 MB	374 B
118	75/084979	1167172	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SRR3473985)	COMPLETED	0	2023-03-13 05:15:15.777	3.5s	2s	107.7%	13.8 MB	61.1 MB	21.3 MB	1.2 KB
121	32/f4ad89	1167550	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (SRR3473985)	COMPLETED	0	2023-03-13 05:15:19.296	2.7s	2s	112.5%	8.7 MB	31.1 MB	21.7 MB	671 B
119	92/518d00	1167778	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SRR3473985)	COMPLETED	0	2023-03-13 05:15:22.043	3.7s	2s	103.6%	50.2 MB	145.5 MB	25.5 MB	1.6 KB
120	bf/345b45	1168153	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SRR3473985)	COMPLETED	0	2023-03-13 05:15:25.742	3.4s	2s	110.3%	43.9 MB	139 MB	27.3 MB	16.1 KB
117	8f/bb721a	1168450	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SRR3473985)	COMPLETED	0	2023-03-13 05:15:29.115	2.1s	2s	111.3%	85 MB	298.6 MB	27.4 MB	148.5 KB
122	de/93c5b4	1168742	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SRR3473985)	COMPLETED	0	2023-03-13 05:15:31.231	237ms	0ms	62.5%	3.2 MB	5.4 MB	660 KB	604 KB
123	c3/6d535e	1168894	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (SRR3473985)	COMPLETED	0	2023-03-13 05:15:31.473	232ms	0ms	90.9%	3.1 MB	5.4 MB	664.3 KB	608.4 KB
124	42/83dd12	1169049	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (SRR3473985)	COMPLETED	0	2023-03-13 05:15:31.715	402ms	1s	92.3%	6.7 MB	13.7 MB	2.2 MB	2.1 KB
125	db/6f656b	1169210	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SRR3473987)	COMPLETED	0	2023-03-13 05:15:32.124	229ms	0ms	61.5%	7.8 MB	18.5 MB	724.9 KB	668.9 KB
126	cd/79521c	1169363	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (SRR3473987)	COMPLETED	0	2023-03-13 05:15:32.361	237ms	0ms	71.4%	7.6 MB	18.5 MB	721.1 KB	665.2 KB
131	de/0bda38	1169516	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SRR3473987)	COMPLETED	0	2023-03-13 05:15:32.603	3.5s	2s	113.7%	13.7 MB	61.1 MB	21.3 MB	1.2 KB
132	58/a35e07	1169867	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SRR3473987)	COMPLETED	0	2023-03-13 05:15:36.080	3.4s	2s	115.8%	47.4 MB	141.8 MB	27 MB	20.2 KB
127	8b/7d3fab	1170152	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SRR3473987)	COMPLETED	0	2023-03-13 05:15:39.487	3.1s	2s	114.4%	50 MB	225.6 MB	27.4 MB	150.6 KB
130	21/cd1789	1170442	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SRR3473987)	COMPLETED	0	2023-03-13 05:15:42.564	3.9s	3s	107.1%	54.1 MB	149.8 MB	25.6 MB	1.6 KB
128	37/7eeb37	1170835	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (SRR3473987)	COMPLETED	0	2023-03-13 05:15:46.477	2.8s	2s	107.0%	43.9 MB	139.1 MB	21.7 MB	671 B
133	b6/1c69aa	1171102	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SRR3473987)	COMPLETED	0	2023-03-13 05:15:49.304	2.1s	1s	108.2%	10.4 MB	57.8 MB	8.9 MB	373 B
129	49/17236e	1171348	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SRR3473987)	COMPLETED	0	2023-03-13 05:15:51.391	3.4s	2s	111.3%	43.7 MB	139 MB	27.4 MB	16.1 KB
134	86/64f718	1171631	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (SRR3473987)	COMPLETED	0	2023-03-13 05:15:54.792	409ms	1s	93.9%	6.7 MB	13.7 MB	2.2 MB	2.1 KB
141	e1/c4dfb9	1171790	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SRR3473986)	COMPLETED	0	2023-03-13 05:15:55.210	3.2s	2s	113.5%	47.8 MB	142.3 MB	26.8 MB	19.8 KB
135	ce/735e81	1172041	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SRR3473986)	COMPLETED	0	2023-03-13 05:15:58.371	2.1s	1s	106.4%	14.1 MB	61.5 MB	8.9 MB	374 B
136	c3/5010c0	1172292	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SRR3473986)	COMPLETED	0	2023-03-13 05:16:00.470	3.5s	1s	112.1%	15.1 MB	62.1 MB	21.2 MB	1.2 KB
137	c8/67daca	1172642	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SRR3473986)	COMPLETED	0	2023-03-13 05:16:03.941	3s	1s	115.4%	43.9 MB	139 MB	27.3 MB	16 KB
138	9d/9ca88f	1172889	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SRR3473986)	COMPLETED	0	2023-03-13 05:16:06.993	3.9s	2s	106.3%	54 MB	149.8 MB	25.4 MB	1.6 KB
139	e6/45f4b9	1173300	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (SRR3473986)	COMPLETED	0	2023-03-13 05:16:10.870	2.8s	2s	105.0%	44.1 MB	139.1 MB	21.6 MB	671 B
140	7b/21fc6e	1173543	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SRR3473986)	COMPLETED	0	2023-03-13 05:16:13.655	3.1s	2s	114.5%	43.9 MB	139.1 MB	27.3 MB	140.6 KB
142	52/2b173d	1173801	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SRR3473986)	COMPLETED	0	2023-03-13 05:16:16.757	248ms	0ms	76.9%	7.6 MB	18.5 MB	660 KB	604 KB
143	4e/11611a	1173955	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (SRR3473986)	COMPLETED	0	2023-03-13 05:16:17.012	246ms	0ms	62.5%	7.7 MB	18.5 MB	667.7 KB	611.7 KB
144	6c/67f616	1174105	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (SRR3473986)	COMPLETED	0	2023-03-13 05:16:17.263	463ms	0ms	84.2%	11.2 MB	16.3 MB	2.2 MB	2.1 KB
146	b4/686eff	1174263	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SRR3473989)	COMPLETED	0	2023-03-13 05:16:17.732	237ms	0ms	76.9%	6.2 MB	18.4 MB	577.2 KB	521.3 KB
145	bd/a00536	1174440	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (SRR3473989)	COMPLETED	0	2023-03-13 05:16:17.975	214ms	0ms	90.9%	3.2 MB	5.4 MB	579.2 KB	523.2 KB
149	4e/ee940d	1174593	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (SRR3473989)	COMPLETED	0	2023-03-13 05:16:18.202	2.7s	1s	112.1%	44.1 MB	139 MB	21.4 MB	671 B
148	51/43add9	1174826	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SRR3473989)	COMPLETED	0	2023-03-13 05:16:20.954	3.5s	2s	112.5%	15.1 MB	62.1 MB	21 MB	1.2 KB
150	5c/9573ac	1175209	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SRR3473989)	COMPLETED	0	2023-03-13 05:16:24.445	3.6s	3s	107.4%	53.7 MB	149.6 MB	25.2 MB	1.6 KB
153	7d/09ff52	1175581	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SRR3473989)	COMPLETED	0	2023-03-13 05:16:28.058	3.5s	2s	114.6%	45.6 MB	140.1 MB	26.6 MB	20.3 KB
147	b6/6a4d1d	1175837	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SRR3473989)	COMPLETED	0	2023-03-13 05:16:31.532	3.4s	2s	113.3%	52 MB	265.6 MB	27.1 MB	148.2 KB
152	51/eeb0e5	1176199	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SRR3473989)	COMPLETED	0	2023-03-13 05:16:34.943	2.1s	1s	103.7%	9.9 MB	57.4 MB	8.9 MB	373 B
151	b4/a95165	1176442	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SRR3473989)	COMPLETED	0	2023-03-13 05:16:37.050	3s	2s	116.0%	43.9 MB	139 MB	27 MB	16.1 KB
154	70/4bf41c	1176728	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (SRR3473989)	COMPLETED	0	2023-03-13 05:16:40.085	400ms	0ms	95.8%	6.7 MB	13.7 MB	2.2 MB	2.1 KB
157	60/09ae53	1176887	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SRR3473988)	COMPLETED	0	2023-03-13 05:16:40.492	3.1s	2s	115.6%	44 MB	139 MB	28.3 MB	16.1 KB
159	de/17e98b	1177144	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (SRR3473988)	COMPLETED	0	2023-03-13 05:16:43.556	2.7s	2s	111.5%	6 MB	30 MB	22.7 MB	671 B
155	78/18114d	1177388	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SRR3473988)	COMPLETED	0	2023-03-13 05:16:46.272	2s	1s	109.1%	11.5 MB	58.8 MB	8.9 MB	373 B
160	a6/d2df87	1177657	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SRR3473988)	COMPLETED	0	2023-03-13 05:16:48.327	3.7s	1s	112.3%	13.9 MB	61.1 MB	22.2 MB	1.2 KB
161	10/7258c0	1178005	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SRR3473988)	COMPLETED	0	2023-03-13 05:16:52.020	3.3s	2s	110.5%	43.6 MB	139.1 MB	28.4 MB	158 KB
158	d2/24c642	1178287	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SRR3473988)	COMPLETED	0	2023-03-13 05:16:55.375	3.5s	2s	108.2%	53.7 MB	149.8 MB	26.5 MB	1.6 KB
156	2e/6aecb2	1178665	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SRR3473988)	COMPLETED	0	2023-03-13 05:16:58.918	3.4s	2s	114.1%	50.1 MB	144.2 MB	27.9 MB	23.5 KB
198	e9/931fe1	-	NFCORE_RNASEQ:RNASEQ:MULTIQC_TSV_STRAND_CHECK	COMPLETED	-	2023-03-13 05:17:02.341	3ms	0ms	-	-	-	-	-
164	84/74773c	1178921	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR3473985)	COMPLETED	0	2023-03-13 05:17:02.338	483ms	0ms	82.4%	7.3 MB	222.3 MB	3.6 MB	54.9 KB
168	57/0d2375	1179093	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR3473987)	COMPLETED	0	2023-03-13 05:17:02.830	363ms	1s	108.1%	7.2 MB	222.3 MB	3.7 MB	53.7 KB
169	3a/c9f283	1179270	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR3473986)	COMPLETED	0	2023-03-13 05:17:03.201	352ms	0ms	97.4%	7 MB	222.3 MB	3.5 MB	53.9 KB
171	95/0bb4a3	1179433	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR3473989)	COMPLETED	0	2023-03-13 05:17:03.562	344ms	0ms	102.7%	7.4 MB	222.3 MB	3.3 MB	54.2 KB
173	18/9efd6d	1179597	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR3473988)	COMPLETED	0	2023-03-13 05:17:03.917	388ms	0ms	109.5%	7.3 MB	222.3 MB	4.6 MB	56.8 KB
163	40/6a4914	1179773	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR3473984)	COMPLETED	0	2023-03-13 05:17:04.314	263ms	0ms	80.0%	3.2 MB	5.4 MB	173 KB	4.9 KB
170	9e/41febf	1179933	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR3473987)	COMPLETED	0	2023-03-13 05:17:04.585	244ms	0ms	73.7%	5.6 MB	10.8 MB	177.4 KB	4.9 KB
166	37/e64716	1180095	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR3473985)	COMPLETED	0	2023-03-13 05:17:04.837	288ms	1s	80.0%	6.5 MB	220.9 MB	3.6 MB	5.3 KB
165	89/3d37ed	1180254	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR3473984)	COMPLETED	0	2023-03-13 05:17:05.133	292ms	0ms	88.0%	6.6 MB	220.9 MB	4 MB	5.3 KB
176	7c/69e290	1180412	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR3473986)	COMPLETED	0	2023-03-13 05:17:05.431	286ms	0ms	91.7%	6.5 MB	220.9 MB	3.5 MB	5.3 KB
174	eb/b96dee	1180572	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR3473986)	COMPLETED	0	2023-03-13 05:17:05.725	256ms	0ms	82.4%	3.1 MB	5.4 MB	174.8 KB	4.9 KB
177	2c/8e76ed	1180727	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR3473989)	COMPLETED	0	2023-03-13 05:17:05.989	281ms	0ms	87.0%	4.6 MB	20 MB	3.3 MB	5.3 KB
178	07/0fe900	1180884	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR3473988)	COMPLETED	0	2023-03-13 05:17:06.275	290ms	0ms	104.0%	6.6 MB	220.9 MB	4.6 MB	5.3 KB
162	30/60e69f	1181045	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR3473984)	COMPLETED	0	2023-03-13 05:17:06.572	393ms	0ms	88.9%	7.2 MB	222.3 MB	4 MB	56.8 KB
175	ba/64d7de	1181209	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR3473989)	COMPLETED	0	2023-03-13 05:17:06.973	252ms	0ms	82.4%	3.1 MB	5.4 MB	171.9 KB	4.9 KB
179	a8/efec91	1181364	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR3473988)	COMPLETED	0	2023-03-13 05:17:07.356	241ms	0ms	82.4%	3.2 MB	5.4 MB	176.1 KB	4.9 KB
172	75/776ffa	1181523	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR3473987)	COMPLETED	0	2023-03-13 05:17:07.604	557ms	0ms	88.0%	6.4 MB	220.9 MB	3.6 MB	5.3 KB
167	1b/3d135d	1181701	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR3473985)	COMPLETED	0	2023-03-13 05:17:08.170	244ms	0ms	82.4%	3 MB	5.4 MB	171.2 KB	4.9 KB
180	79/b6ff73	1181861	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (SRR3473988)	COMPLETED	0	2023-03-13 05:17:08.420	394ms	0ms	93.9%	6.9 MB	13.7 MB	2.2 MB	2.1 KB
181	40/75bba0	1182020	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SRR3473988)	COMPLETED	0	2023-03-13 05:17:08.820	269ms	1s	71.4%	3.1 MB	5.4 MB	778.3 KB	722.3 KB
182	12/9e4a36	1182193	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (SRR3473988)	COMPLETED	0	2023-03-13 05:17:09.100	230ms	0ms	71.4%	6 MB	18.2 MB	776.8 KB	720.8 KB
183	38/1eedbc	1182344	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_GENE (salmon_tx2gene.tsv)	COMPLETED	0	2023-03-13 05:17:09.335	8.9s	9s	100.7%	413.7 MB	702.9 MB	48.4 MB	48.6 KB
186	d5/1fadfd	1183136	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_TRANSCRIPT (salmon_tx2gene.tsv)	COMPLETED	0	2023-03-13 05:17:18.194	8.4s	8s	101.6%	412.8 MB	698.8 MB	48.7 MB	101.4 KB
185	c9/dfc783	1183977	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_GENE_SCALED (salmon_tx2gene.tsv)	COMPLETED	0	2023-03-13 05:17:26.643	8.7s	9s	101.5%	414.2 MB	702.9 MB	48.4 MB	55.7 KB
187	58/f8778c	1184801	NFCORE_RNASEQ:RNASEQ:DESEQ2_QC_STAR_SALMON	COMPLETED	0	2023-03-13 05:17:35.337	25s	23s	60.8%	542.3 MB	844.6 MB	67.8 MB	101.3 KB
184	aa/24eb89	1185864	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_GENE_LENGTH_SCALED (salmon_tx2gene.tsv)	COMPLETED	0	2023-03-13 05:18:00.322	9.9s	10s	101.0%	414 MB	702.9 MB	48.4 MB	54.5 KB
188	ba/ff5859	1186811	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (SRR3473984)	COMPLETED	0	2023-03-13 05:18:10.234	1.3s	0ms	111.1%	3.7 MB	25.1 MB	1.9 MB	251.1 KB
189	99/6ea4dc	1187010	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (SRR3473984)	COMPLETED	0	2023-03-13 05:18:11.558	1.3s	0ms	94.7%	4 MB	34 MB	1.9 MB	255.7 KB
190	df/c67b5c	1187187	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (SRR3473985)	COMPLETED	0	2023-03-13 05:18:12.868	1.5s	0ms	94.7%	5.7 MB	34 MB	1.8 MB	243.4 KB
191	46/5e5d67	1187355	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (SRR3473985)	COMPLETED	0	2023-03-13 05:18:14.403	1.3s	0ms	85.7%	3.9 MB	31.9 MB	1.8 MB	244.1 KB
192	99/51d97a	1187516	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (SRR3473987)	COMPLETED	0	2023-03-13 05:18:15.695	1.3s	0ms	91.7%	5 MB	34 MB	2 MB	263.5 KB
193	29/c93780	1187690	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (SRR3473987)	COMPLETED	0	2023-03-13 05:18:16.995	1.3s	0ms	80.0%	7.9 MB	34.4 MB	2 MB	263.4 KB
194	38/9124e1	1187866	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (SRR3473986)	COMPLETED	0	2023-03-13 05:18:18.300	1.3s	0ms	95.2%	5.1 MB	34 MB	1.8 MB	246.2 KB
195	f5/015faf	1188030	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (SRR3473986)	COMPLETED	0	2023-03-13 05:18:19.579	1.5s	1s	105.3%	5.7 MB	34 MB	1.8 MB	247.3 KB
