task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
125	a1/e3795b	134823	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SRR3473984)	COMPLETED	0	2023-03-09 06:31:28.954	239ms	0ms	92.3%	6.2 MB	18.2 MB	690.3 KB	634.4 KB
134	b8/369e41	134979	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SRR3473989)	COMPLETED	0	2023-03-09 06:31:29.200	243ms	0ms	90.9%	6.2 MB	18.2 MB	577.2 KB	521.3 KB
129	fb/49c562	135130	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SRR3473988)	COMPLETED	0	2023-03-09 06:31:29.452	253ms	0ms	66.7%	6.3 MB	18.2 MB	778.2 KB	722.3 KB
135	c7/d8c123	135281	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (SRR3473989)	COMPLETED	0	2023-03-09 06:31:29.712	277ms	0ms	76.9%	7.6 MB	18.5 MB	579.1 KB	523.2 KB
130	ee/2428fc	135434	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (SRR3473988)	COMPLETED	0	2023-03-09 06:31:29.993	273ms	0ms	80.0%	7.6 MB	18.5 MB	776.7 KB	720.8 KB
136	36/c363ba	135590	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (SRR3473989)	COMPLETED	0	2023-03-09 06:31:30.272	443ms	0ms	89.8%	7.9 MB	13.9 MB	2.2 MB	2.1 KB
137	44/33aec8	135758	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (SRR3473986)	COMPLETED	0	2023-03-09 06:31:30.721	429ms	1s	88.5%	7.9 MB	13.9 MB	2.2 MB	2.1 KB
138	7e/82e5fe	135944	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (SRR3473986)	COMPLETED	0	2023-03-09 06:31:31.154	261ms	0ms	75.0%	6.1 MB	18.2 MB	667.6 KB	611.7 KB
139	f2/db223b	136099	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SRR3473986)	COMPLETED	0	2023-03-09 06:31:31.418	243ms	0ms	83.3%	6.1 MB	18.4 MB	659.9 KB	604 KB
140	0f/ff4065	136251	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR3473984)	COMPLETED	0	2023-03-09 06:31:31.668	298ms	0ms	80.0%	3.1 MB	5.4 MB	173 KB	4.9 KB
141	6a/1cc4cd	136446	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR3473985)	COMPLETED	0	2023-03-09 06:31:31.973	284ms	0ms	63.2%	3.1 MB	5.4 MB	171.1 KB	4.9 KB
142	23/93f781	136603	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR3473988)	COMPLETED	0	2023-03-09 06:31:32.265	286ms	0ms	70.0%	3.2 MB	5.4 MB	176 KB	4.9 KB
143	d3/a6a467	136768	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR3473989)	COMPLETED	0	2023-03-09 06:31:32.554	265ms	0ms	77.8%	3.2 MB	5.4 MB	171.8 KB	4.9 KB
144	38/fef556	136926	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR3473986)	COMPLETED	0	2023-03-09 06:31:32.827	355ms	1s	73.7%	5.4 MB	10.8 MB	174.7 KB	4.9 KB
147	bb/2ef899	137218	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR3473985)	COMPLETED	0	2023-03-09 06:31:33.189	401ms	0ms	102.3%	7 MB	222.3 MB	3.6 MB	54.9 KB
148	02/37b50d	137380	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR3473988)	COMPLETED	0	2023-03-09 06:31:33.597	445ms	1s	108.3%	7 MB	222.3 MB	4.6 MB	56.7 KB
145	fa/b55477	137545	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR3473987)	COMPLETED	0	2023-03-09 06:31:34.048	302ms	0ms	69.6%	3.1 MB	5.4 MB	177.4 KB	4.9 KB
149	c7/4aae19	137708	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR3473989)	COMPLETED	0	2023-03-09 06:31:34.355	409ms	0ms	90.5%	7.2 MB	222.3 MB	3.3 MB	54.2 KB
151	6a/a8e3c9	137871	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR3473984)	COMPLETED	0	2023-03-09 06:31:34.770	333ms	1s	85.7%	3.1 MB	5.4 MB	4 MB	5.3 KB
150	0f/1ccb51	138028	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR3473986)	COMPLETED	0	2023-03-09 06:31:35.108	416ms	0ms	102.4%	6.9 MB	222.3 MB	3.5 MB	53.9 KB
153	9f/ed5770	138189	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR3473988)	COMPLETED	0	2023-03-09 06:31:35.527	379ms	0ms	74.3%	3.1 MB	5.4 MB	4.6 MB	5.3 KB
146	9d/57666d	138378	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR3473984)	COMPLETED	0	2023-03-09 06:31:35.914	444ms	0ms	102.3%	7.3 MB	222.3 MB	4 MB	56.8 KB
154	9e/e6cae6	138538	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR3473987)	COMPLETED	0	2023-03-09 06:31:36.365	405ms	0ms	87.5%	7 MB	222.3 MB	3.7 MB	53.7 KB
155	0c/4e771d	138701	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR3473989)	COMPLETED	0	2023-03-09 06:31:36.774	591ms	0ms	88.0%	6.7 MB	220.9 MB	3.3 MB	5.3 KB
156	ca/c0ca7d	138910	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR3473986)	COMPLETED	0	2023-03-09 06:31:37.373	336ms	0ms	92.3%	3.1 MB	5.4 MB	3.5 MB	5.3 KB
152	ff/92d72e	139075	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR3473985)	COMPLETED	0	2023-03-09 06:31:37.713	334ms	1s	88.0%	6.6 MB	220.9 MB	3.6 MB	5.3 KB
157	3f/6791d7	139237	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR3473987)	COMPLETED	0	2023-03-09 06:31:38.054	316ms	0ms	84.6%	6.6 MB	220.9 MB	3.6 MB	5.3 KB
158	ff/f95b17	139400	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (SRR3473987)	COMPLETED	0	2023-03-09 06:31:38.377	261ms	0ms	62.5%	7.5 MB	18.5 MB	724.8 KB	668.9 KB
159	1c/16c52e	139553	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (SRR3473987)	COMPLETED	0	2023-03-09 06:31:38.642	313ms	0ms	76.9%	3.1 MB	5.4 MB	721.1 KB	665.2 KB
160	71/33182c	139708	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (SRR3473987)	COMPLETED	0	2023-03-09 06:31:38.963	742ms	0ms	90.2%	8.5 MB	14.3 MB	2.2 MB	2.1 KB
162	d2/46cbea	139898	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (SRR3473984)	COMPLETED	0	2023-03-09 06:31:41.335	1.3s	0ms	95.2%	2.8 MB	11 MB	1.9 MB	255.7 KB
164	ae/7fd591	140058	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (SRR3473984)	COMPLETED	0	2023-03-09 06:31:42.658	1.3s	0ms	95.2%	2.8 MB	11 MB	1.9 MB	251.1 KB
163	3e/4bff96	140194	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (SRR3473985)	COMPLETED	0	2023-03-09 06:31:43.980	1.3s	0ms	81.8%	2.8 MB	11 MB	1.8 MB	244.1 KB
161	dc/e4f264	140330	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (SRR3473985)	COMPLETED	0	2023-03-09 06:31:45.286	1.3s	0ms	85.7%	2.8 MB	11 MB	1.8 MB	243.4 KB
167	11/254852	140498	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (SRR3473988)	COMPLETED	0	2023-03-09 06:31:46.572	1.3s	0ms	80.0%	2.7 MB	11 MB	2.1 MB	264.4 KB
165	54/f893ec	140673	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (SRR3473989)	COMPLETED	0	2023-03-09 06:31:47.833	339ms	0ms	77.8%	2.8 MB	11 MB	1.6 MB	222.5 KB
166	6b/510073	140806	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (SRR3473989)	COMPLETED	0	2023-03-09 06:31:48.181	1.3s	0ms	84.2%	2.6 MB	11 MB	1.6 MB	223.1 KB
170	9d/5f4a89	140957	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (SRR3473986)	COMPLETED	0	2023-03-09 06:31:49.435	1.4s	0ms	69.6%	2.8 MB	11 MB	1.8 MB	246.2 KB
168	69/edfc38	141125	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (SRR3473986)	COMPLETED	0	2023-03-09 06:31:50.816	231ms	1s	100.0%	2.8 MB	11 MB	1.8 MB	247.3 KB
171	b9/c20845	141253	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (SRR3473987)	COMPLETED	0	2023-03-09 06:31:51.051	1.2s	0ms	88.9%	2.8 MB	11 MB	2 MB	263.5 KB
172	92/97590b	141420	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (SRR3473987)	COMPLETED	0	2023-03-09 06:31:52.293	1.3s	0ms	60.0%	2.8 MB	11 MB	2 MB	263.4 KB
169	b5/a55b1e	141553	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (SRR3473988)	COMPLETED	0	2023-03-09 06:31:53.626	1.4s	0ms	78.3%	2.8 MB	11 MB	2.2 MB	265.4 KB
70	e3/7adf23	141693	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SRR3473984)	COMPLETED	0	2023-03-09 06:31:54.987	4.5s	4s	100.9%	215.5 MB	696.9 MB	120.9 MB	2.1 MB
83	85/026a49	142266	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SRR3473988)	COMPLETED	0	2023-03-09 06:31:59.543	4.6s	5s	99.6%	215.9 MB	696.9 MB	123.4 MB	2.1 MB
78	4c/089310	142736	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SRR3473985)	COMPLETED	0	2023-03-09 06:32:04.159	4.2s	4s	101.8%	235.4 MB	696.9 MB	119.4 MB	2.1 MB
173	59/b5c15e	143269	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SRR3473989)	COMPLETED	0	2023-03-09 06:32:08.409	4.1s	4s	100.9%	241.5 MB	696.9 MB	118.3 MB	2.1 MB
175	6f/4c391c	143766	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SRR3473987)	COMPLETED	0	2023-03-09 06:32:12.525	4.2s	4s	101.9%	215.5 MB	696.9 MB	119.7 MB	2.1 MB
174	52/678fc4	144216	NFCORE_RNASEQ:RNASEQ:DUPRADAR (SRR3473986)	COMPLETED	0	2023-03-09 06:32:16.713	4s	4s	101.4%	215.1 MB	696.9 MB	119.2 MB	2.1 MB
99	d8/1bcff2	144741	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_GENE (salmon_tx2gene.tsv)	COMPLETED	0	2023-03-09 06:32:27.429	8.8s	9s	99.2%	414 MB	702.9 MB	48.4 MB	48.5 KB
101	b2/aebc2c	145569	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_GENE_SCALED (salmon_tx2gene.tsv)	COMPLETED	0	2023-03-09 06:32:36.195	8.9s	9s	99.2%	414 MB	702.9 MB	48.4 MB	55.7 KB
103	ee/9557ac	146412	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_GENE_LENGTH_SCALED (salmon_tx2gene.tsv)	COMPLETED	0	2023-03-09 06:32:45.063	8.9s	8s	100.4%	414 MB	700.2 MB	48.4 MB	54.5 KB
102	3d/d2cf39	147217	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_TRANSCRIPT (salmon_tx2gene.tsv)	COMPLETED	0	2023-03-09 06:32:53.921	8.2s	8s	99.6%	412.5 MB	698.8 MB	48.7 MB	101.4 KB
117	f7/c7bce1	147998	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SRR3473985)	COMPLETED	0	2023-03-09 06:33:02.105	3s	2s	114.3%	2.9 MB	11 MB	27.3 MB	16.1 KB
113	c9/65c3b1	148228	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SRR3473985)	COMPLETED	0	2023-03-09 06:33:05.133	3.6s	2s	108.4%	2.8 MB	11 MB	25.5 MB	1.5 KB
110	34/b81d94	148449	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SRR3473984)	COMPLETED	0	2023-03-09 06:33:08.729	2s	1s	109.1%	2.7 MB	11 MB	8.9 MB	366 B
109	0b/b31002	148600	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SRR3473984)	COMPLETED	0	2023-03-09 06:33:10.766	3s	2s	117.0%	2.8 MB	11 MB	27.7 MB	16.1 KB
108	f4/a2a57d	148805	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SRR3473984)	COMPLETED	0	2023-03-09 06:33:13.737	3.5s	3s	108.0%	2.8 MB	11 MB	25.9 MB	1.5 KB
107	15/562a1c	149021	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SRR3473984)	COMPLETED	0	2023-03-09 06:33:17.243	3.4s	2s	113.1%	2.8 MB	11 MB	27.3 MB	21.1 KB
106	a5/8d9e1b	149250	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (SRR3473984)	COMPLETED	0	2023-03-09 06:33:20.644	3s	1s	106.5%	2.8 MB	11 MB	22.1 MB	664 B
105	38/9a8340	149442	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SRR3473984)	COMPLETED	0	2023-03-09 06:33:23.613	3s	2s	117.5%	2.9 MB	11 MB	27.8 MB	149.5 KB
104	94/ec2841	149641	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SRR3473984)	COMPLETED	0	2023-03-09 06:33:26.630	2.8s	2s	111.6%	2.8 MB	11 MB	21.6 MB	1.1 KB
123	38/9ed107	149855	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (SRR3473988)	COMPLETED	0	2023-03-09 06:33:29.443	2.8s	2s	107.1%	2.8 MB	11 MB	22.7 MB	664 B
122	94/33836a	150030	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SRR3473988)	COMPLETED	0	2023-03-09 06:33:32.205	2.9s	2s	113.6%	2.8 MB	11 MB	22.2 MB	1.1 KB
181	08/0d521f	150246	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (SRR3473989)	COMPLETED	0	2023-03-09 06:33:35.133	2.7s	1s	112.8%	2.8 MB	11 MB	21.4 MB	664 B
176	2a/3a3f04	150414	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SRR3473989)	COMPLETED	0	2023-03-09 06:33:37.802	3s	2s	115.3%	2.6 MB	11 MB	27 MB	16 KB
115	05/b05573	150647	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SRR3473985)	COMPLETED	0	2023-03-09 06:33:40.773	3s	2s	116.3%	2.8 MB	11 MB	26.9 MB	20.3 KB
112	37/147820	150851	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SRR3473985)	COMPLETED	0	2023-03-09 06:33:43.810	2.9s	1s	113.9%	2.8 MB	11 MB	21.3 MB	1.1 KB
114	fd/cedd98	151032	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (SRR3473985)	COMPLETED	0	2023-03-09 06:33:46.702	2.9s	1s	113.2%	2.8 MB	11 MB	21.7 MB	664 B
184	4d/117256	151255	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SRR3473986)	COMPLETED	0	2023-03-09 06:33:49.635	2.9s	1s	108.5%	2.8 MB	11 MB	21.2 MB	1.1 KB
111	e9/23a511	151426	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SRR3473985)	COMPLETED	0	2023-03-09 06:33:52.568	3s	2s	116.7%	2.6 MB	11 MB	27.4 MB	148.5 KB
120	ee/8bc9c7	151657	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SRR3473988)	COMPLETED	0	2023-03-09 06:33:55.584	3.1s	2s	115.9%	2.8 MB	11 MB	27.9 MB	23.5 KB
182	c2/eb82a6	151861	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SRR3473989)	COMPLETED	0	2023-03-09 06:33:58.719	3s	2s	115.0%	2.8 MB	11 MB	27.1 MB	148.2 KB
121	53/ab753a	152059	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SRR3473988)	COMPLETED	0	2023-03-09 06:34:01.764	2.1s	1s	110.9%	2.8 MB	11 MB	8.9 MB	366 B
119	3d/dd943e	152219	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SRR3473988)	COMPLETED	0	2023-03-09 06:34:03.823	3.7s	3s	103.2%	2.8 MB	11 MB	26.5 MB	1.5 KB
116	13/52097d	152439	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SRR3473985)	COMPLETED	0	2023-03-09 06:34:07.547	2.1s	1s	104.9%	2.7 MB	11 MB	8.9 MB	366 B
194	fd/0bba81	152625	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SRR3473986)	COMPLETED	0	2023-03-09 06:34:09.661	2s	1s	108.5%	2.7 MB	11 MB	8.9 MB	366 B
196	d9/43d73a	152767	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SRR3473987)	COMPLETED	0	2023-03-09 06:34:11.692	2s	1s	108.5%	2.8 MB	11 MB	8.9 MB	366 B
185	5f/bd08d3	152920	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (SRR3473986)	COMPLETED	0	2023-03-09 06:34:13.722	2.7s	2s	111.8%	2.8 MB	11 MB	21.6 MB	664 B
180	c5/eff940	153104	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (SRR3473989)	COMPLETED	0	2023-03-09 06:34:16.393	2s	1s	109.1%	2.8 MB	11 MB	8.9 MB	366 B
178	03/a20d61	153261	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SRR3473989)	COMPLETED	0	2023-03-09 06:34:18.419	3.5s	2s	105.0%	2.9 MB	11 MB	25.2 MB	1.5 KB
186	8c/a4db9f	153477	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (SRR3473987)	COMPLETED	0	2023-03-09 06:34:21.971	2.7s	1s	111.7%	2.8 MB	11 MB	21.7 MB	664 B
189	53/ae6978	153696	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SRR3473986)	COMPLETED	0	2023-03-09 06:34:24.710	3.5s	2s	113.6%	2.8 MB	11 MB	26.8 MB	19.7 KB
190	79/ebce94	153933	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SRR3473987)	COMPLETED	0	2023-03-09 06:34:28.221	2.8s	1s	112.5%	2.7 MB	11 MB	21.3 MB	1.1 KB
192	ef/b984e6	154113	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SRR3473987)	COMPLETED	0	2023-03-09 06:34:31.006	3.2s	2s	113.1%	2.8 MB	11 MB	27 MB	20.2 KB
177	7e/de96ea	154348	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (SRR3473989)	COMPLETED	0	2023-03-09 06:34:34.218	3.2s	2s	113.9%	2.8 MB	11 MB	26.6 MB	20.3 KB
183	65/a35617	154562	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (SRR3473989)	COMPLETED	0	2023-03-09 06:34:37.470	3s	2s	110.3%	2.9 MB	11 MB	21 MB	1.1 KB
124	f7/eef06d	154780	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SRR3473988)	COMPLETED	0	2023-03-09 06:34:40.493	3.2s	2s	113.0%	2.8 MB	11 MB	28.4 MB	158 KB
118	62/794044	154983	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SRR3473988)	COMPLETED	0	2023-03-09 06:34:43.713	3.1s	2s	116.5%	2.7 MB	11 MB	28.3 MB	16.1 KB
193	13/ab5ee1	155182	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SRR3473987)	COMPLETED	0	2023-03-09 06:34:46.816	3.1s	2s	113.5%	2.8 MB	11 MB	27.4 MB	150.6 KB
191	5b/3091c1	155412	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (SRR3473986)	COMPLETED	0	2023-03-09 06:34:49.880	3s	2s	117.5%	2.8 MB	11 MB	27.3 MB	140.5 KB
179	bd/f01419	155596	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SRR3473986)	COMPLETED	0	2023-03-09 06:34:52.868	3.6s	2s	104.8%	2.8 MB	11 MB	25.4 MB	1.5 KB
187	52/6735df	155845	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SRR3473986)	COMPLETED	0	2023-03-09 06:34:56.469	3s	2s	117.1%	2.8 MB	11 MB	27.3 MB	16 KB
195	04/b927bd	156080	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (SRR3473987)	COMPLETED	0	2023-03-09 06:34:59.431	3.8s	3s	108.0%	2.8 MB	11 MB	25.6 MB	1.5 KB
188	5a/e6363e	156298	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (SRR3473987)	COMPLETED	0	2023-03-09 06:35:03.220	3s	2s	116.6%	2.8 MB	11 MB	27.4 MB	16.1 KB
100	78/8bb384	156499	NFCORE_RNASEQ:RNASEQ:DESEQ2_QC_STAR_SALMON	COMPLETED	0	2023-03-09 06:35:06.199	14.6s	13s	100.8%	2.9 MB	11 MB	67.8 MB	101.3 KB
77	d2/d7838d	157038	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (SRR3473985)	COMPLETED	0	2023-03-09 06:35:20.830	4.9s	4s	167.9%	2.8 MB	11 MB	44.8 MB	517.7 KB
71	1f/6ae5c6	157366	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (SRR3473984)	COMPLETED	0	2023-03-09 06:35:25.699	5.1s	4s	160.6%	2.8 MB	11 MB	45.1 MB	463.8 KB
84	e6/bcb24e	157713	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (SRR3473988)	COMPLETED	0	2023-03-09 06:35:30.833	5s	4s	169.1%	2.8 MB	11 MB	45.7 MB	473.2 KB
198	7f/22d244	158052	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (SRR3473986)	COMPLETED	0	2023-03-09 06:35:35.844	4.9s	4s	167.2%	2.8 MB	11 MB	44.7 MB	464.1 KB
